ヒューラン	ひゅーらん	固有名詞
エレゼン	えれぜん	固有名詞
ララフェル	ららふぇる	固有名詞
ミコッテ	みこって	固有名詞
ルガディン	るがでぃん	固有名詞
アウラ	あうら	固有名詞
角尊	つのみこと	固有名詞
モーグリ	もーぐり	固有名詞
チョコボ	ちょこぼ	固有名詞
霊災	れいさい	固有名詞
アシエン	あしえん	固有名詞
ゾディアーク	ぞでぃあーく	固有名詞
蛮族	ばんぞく	固有名詞
アマルジャ	あまるじゃ	固有名詞
コボルド	こぼるど	固有名詞
イクサル	いくさる	固有名詞
サハギン	さはぎん	固有名詞
シルフ	しるふ	固有名詞
マムージャ	まむーじゃ	固有名詞
ゴブリン	ごぶりん	固有名詞
キキルン	ききるん	固有名詞
バヌバヌ	ばぬばぬ	固有名詞
グナース	ぐなーす	固有名詞
アナンタ	あなんた	固有名詞
コウジン	こうじん	固有名詞
ナマズオ	なまずお	固有名詞
蛮神	ばんしん	固有名詞
神降ろし	かみおろし	固有名詞
テンパード	てんぱーど	固有名詞
三闘神	さんとうしん	固有名詞
グランドカンパニー	ぐらんどかんぱにー	固有名詞
グラカン	ぐらかん	固有名詞
フリーカンパニー	ふりーかんぱにー	固有名詞
フリカン	ふりかん	固有名詞
三重の幻術皇	みえのげんじゅつこう	固有名詞
暁の血盟	あかつきのけつめい	会社名
黒渦団	こっかだん	固有名詞
双蛇党	そうじゃとう	固有名詞
不滅隊	ふめつたい	固有名詞
イエロージャケット	いえろーじゃけっと	固有名詞
断罪党	だんざいとう	固有名詞
百鬼夜行	ひゃっきやこう	固有名詞
紅血聖女団	こうけつせいじょだん	固有名詞
神勇隊	しんゆうたい	固有名詞
鬼哭隊	きこくたい	固有名詞
砂蠍衆	さかつしゅう	固有名詞
銀冑団	ぎんちゅうだん	固有名詞
銅刃団	どうじんだん	固有名詞
鉄灯団	てっとうだん	固有名詞
神殿騎士団	しんでんきしだん	固有名詞
蒼天騎士団	そうてんきしだん	固有名詞
魔導	まどう	固有名詞
ラールガー星導教	らーるがーせいどうきょう	固有名詞
赤誠組	せきせいぐみ	固有名詞
ナーマ	なーま	固有名詞
アジム	あじむ	固有名詞
四聖獣	しせいじゅう	固有名詞
瑞獣	ずいじゅう	固有名詞
ナマズオ	なまずお	固有名詞
罪喰い	つみくい	固有名詞
大罪喰い	おおつみくい	固有名詞
ン・モゥ	んもぅ	名前
アマロ	あまろ	固有名詞
ピクシー	ぴくしー	固有名詞
ヒュム	ひゅむ	固有名詞
ミステル	みすてる	固有名詞
エルフ	えるふ	固有名詞
ガルジェント	がるじぇんと	固有名詞
ドラン	どらん	固有名詞
ドワーフ	どわーふ	固有名詞
ロスガル	ろすがる	固有名詞
ヘリオン	へりおん	固有名詞
ロスト	ろすと	固有名詞
ヴィエラ	びえら	固有名詞
ロンゾ	ろんぞ	固有名詞
ヴィース	びーす	固有名詞
シタデルボズヤ	したでるぼずや	地名
バルデシオン委員会	ばるでしおんいいんかい	会社名
