エターナルリターン	えたーなるりたーん	固有名詞
導線	どうせん	固有名詞
特性	とくせい	固有名詞
禁止区域	きんしくいき	固有名詞
狂奔	きょうほん	固有名詞
吸血鬼	きゅうけつき	固有名詞
絶対武力	ぜったいぶりょく	固有名詞
霹靂	へきれき	固有名詞
徹甲弾	てっこうだん	固有名詞
劣勢克服	れっせいこくふく	固有名詞
復讐者	ふくしゅうしゃ	固有名詞
渇望	かつぼう	固有名詞
吸引	きゅういん	固有名詞
魂吸収装置	たましいきゅうしゅうそうち	固有名詞
不壊	ふかい	固有名詞
忘却	ぼうきゃく	固有名詞
金剛	こんごう	固有名詞
腱固	けんこ	固有名詞
鈍感	どんかん	固有名詞
大胆	だいたん	固有名詞
重装甲	じゅうそうこう	固有名詞
特攻隊	とっこうたい	固有名詞
治癒ドローン	ちゆどろーん	固有名詞
超再生	ちょうさいせい	固有名詞
増幅ドローン	ぞうふくどろーん	固有名詞
イバラの棘	いばらのとげ	固有名詞
後方補給	こうほうほきゅう	固有名詞
集結	しゅうけつ	固有名詞
市街戦	しがいせん	固有名詞
テイアー	ていあー	固有名詞
スプリンター	すぷりんたー	固有名詞
衛星レーダー	えいせいれーだー	固有名詞
アルファ	あるふぁ	人名
オメガ	おめが	人名
ガンマ	がんま	人名
ウィクライン	うぃくらいん	人名
セーフゾーン	せーふぞーん	固有名詞
ハイパーループ	はいぱーるーぷ	固有名詞
CCTV	しーしーてぃーびー	固有名詞
遠隔転送ドローン	えんかくてんそうどろーん	固有名詞
加速境界	かそくきょうかい	固有名詞
生命の木	せいめいのき	固有名詞
生命戦争	せいめいせんそう	
隕石	いんせき	固有名詞
隕石戦争	いんせきせんそう	
アルファ戦争	あるふぁせんそう	
オメガ戦争	おめがせんそう	
ウィク戦争	うぃくせんそう	
補給箱	ほきゅうばこ	固有名詞
インフュージョン	いんふゅーじょん	固有名詞
増幅装置	ぞうふくそうち	固有名詞
致命打	ちめいだ	固有名詞
A-Coin	えーこいん	固有名詞
赤弓	あかゆみ	固有名詞
アグロ	あぐろ	
ウィク	うぃく	名前
ウルト	うると	固有名詞
カイト	かいと	
壁ドン	かべどん	
グレイシャル	ぐれいしゃる	固有名詞
CC	しーしー	
MOBA	もば	固有名詞
スノーボール	すのーぼーる	
キル数	きるすう	
チームキル	ちーむきる	
Eleven	いれぶん	名前
アイソル	あいそる	名前
アディナ	あでぃな	名前
アデラ	あでら	名前
アドリアナ	あどりあな	名前
アヤ	あや	名前
アレックス	あれっくす	名前
ウィリアム	うぃりあむ	名前
